	id_test	id_answer
0	3	211
1	3	526
2	3	557
3	3	385
4	3	428
5	3	207
6	3	349
7	3	202
8	3	554
9	3	383
10	3	544
11	3	521
12	3	199
13	3	370
14	3	491
15	3	497
16	3	208
17	3	337
18	3	339
19	3	206
20	3	552
21	3	648
22	3	462
23	3	324
24	3	254
25	4	211
26	4	353
27	4	450
28	4	550
29	4	728
30	4	350
31	4	203
32	4	630
33	4	306
34	4	396
35	4	669
36	4	731
37	4	556
38	4	557
39	4	444
40	4	554
41	4	526
42	4	209
43	4	561
44	4	668
45	4	361
46	4	558
47	4	464
48	4	498
49	4	328
50	5	669
51	5	610
52	5	556
53	5	552
54	5	548
55	5	546
56	5	541
57	5	524
58	5	498
59	5	463
60	5	444
61	5	389
62	5	383
63	5	374
64	5	370
65	5	369
66	5	367
67	5	366
68	5	358
69	5	353
70	5	352
71	5	350
72	5	329
73	5	316
74	5	315
75	8	211
76	8	526
77	8	383
78	8	498
79	8	469
80	8	409
81	8	384
82	8	389
83	8	453
84	8	367
85	8	260
86	8	207
87	8	240
88	8	315
89	8	610
90	8	382
91	8	554
92	8	749
93	8	327
94	8	412
95	8	556
96	8	450
97	8	552
98	8	478
99	8	509
100	41	211
101	41	669
102	41	384
103	41	526
104	41	554
105	41	469
106	41	382
107	41	389
108	41	556
109	41	383
110	41	327
111	41	225
112	41	561
113	41	453
114	41	207
115	41	559
116	41	370
117	41	508
118	41	545
119	41	385
120	41	509
121	41	482
122	41	266
123	41	367
124	41	550
125	43	211
126	43	207
127	43	419
128	43	526
129	43	375
130	43	392
131	43	324
132	43	241
133	43	469
134	43	224
135	43	282
136	43	749
137	43	253
138	43	647
139	43	393
140	43	373
141	43	356
142	43	261
143	43	218
144	43	249
145	43	250
146	43	337
147	43	415
148	43	309
149	43	367
150	46	211
151	46	526
152	46	382
153	46	469
154	46	327
155	46	383
156	46	384
157	46	207
158	46	550
159	46	389
160	46	367
161	46	453
162	46	554
163	46	508
164	46	669
165	46	749
166	46	266
167	46	412
168	46	545
169	46	375
170	46	445
171	46	561
172	46	403
173	46	729
174	46	385
175	48	211
176	48	526
177	48	469
178	48	382
179	48	384
180	48	327
181	48	383
182	48	669
183	48	207
184	48	508
185	48	389
186	48	453
187	48	554
188	48	550
189	48	509
190	48	367
191	48	266
192	48	749
193	48	561
194	48	545
195	48	556
196	48	412
197	48	385
198	48	564
199	48	375
200	49	211
201	49	526
202	49	207
203	49	327
204	49	669
205	49	497
206	49	367
207	49	267
208	49	687
209	49	383
210	49	473
211	49	382
212	49	376
213	49	728
214	49	491
215	49	517
216	49	727
217	49	688
218	49	326
219	49	453
220	49	259
221	49	199
222	49	419
223	49	392
224	49	340
225	53	211
226	53	385
227	53	526
228	53	552
229	53	557
230	53	383
231	53	554
232	53	428
233	53	349
234	53	648
235	53	202
236	53	207
237	53	584
238	53	318
239	53	544
240	53	491
241	53	199
242	53	521
243	53	208
244	53	337
245	53	412
246	53	462
247	53	453
248	53	339
249	53	482
250	91	211
251	91	383
252	91	526
253	91	550
254	91	491
255	91	327
256	91	556
257	91	367
258	91	453
259	91	432
260	91	632
261	91	490
262	91	552
263	91	369
264	91	361
265	91	564
266	91	203
267	91	469
268	91	382
269	91	545
270	91	396
271	91	207
272	91	628
273	91	731
274	91	669
275	93	211
276	93	526
277	93	469
278	93	207
279	93	389
280	93	383
281	93	382
282	93	327
283	93	384
284	93	367
285	93	554
286	93	545
287	93	556
288	93	453
289	93	260
290	93	610
291	93	348
292	93	749
293	93	320
294	93	266
295	93	375
296	93	509
297	93	385
298	93	552
299	93	710
300	95	750
301	95	731
302	95	729
303	95	728
304	95	710
305	95	707
306	95	669
307	95	668
308	95	648
309	95	632
310	95	631
311	95	630
312	95	628
313	95	627
314	95	611
315	95	608
316	95	584
317	95	583
318	95	580
319	95	579
320	95	576
321	95	566
322	95	564
323	95	563
324	95	562
325	110	211
326	110	526
327	110	469
328	110	382
329	110	327
330	110	207
331	110	384
332	110	383
333	110	453
334	110	367
335	110	266
336	110	221
337	110	412
338	110	545
339	110	508
340	110	389
341	110	375
342	110	749
343	110	729
344	110	509
345	110	491
346	110	730
347	110	550
348	110	445
349	110	710
350	112	731
351	112	668
352	112	608
353	112	576
354	112	558
355	112	550
356	112	537
357	112	536
358	112	486
359	112	459
360	112	456
361	112	453
362	112	430
363	112	426
364	112	369
365	112	363
366	112	361
367	112	359
368	112	314
369	112	306
370	112	305
371	112	211
372	112	182
373	112	628
374	112	583
375	121	669
376	121	463
377	121	357
378	121	550
379	121	211
380	121	558
381	121	311
382	121	456
383	121	361
384	121	668
385	121	541
386	121	358
387	121	508
388	121	608
389	121	526
390	121	728
391	121	353
392	121	561
393	121	486
394	121	533
395	121	370
396	121	207
397	121	583
398	121	396
399	121	731
400	137	750
401	137	749
402	137	731
403	137	729
404	137	728
405	137	710
406	137	709
407	137	707
408	137	669
409	137	668
410	137	648
411	137	632
412	137	631
413	137	630
414	137	628
415	137	627
416	137	611
417	137	608
418	137	584
419	137	583
420	137	581
421	137	580
422	137	579
423	137	576
424	137	566
425	138	669
426	138	668
427	138	554
428	138	311
429	138	648
430	138	556
431	138	353
432	138	428
433	138	211
434	138	628
435	138	508
436	138	389
437	138	558
438	138	550
439	138	728
440	138	537
441	138	463
442	138	370
443	138	267
444	138	498
445	138	584
446	138	731
447	138	395
448	138	327
449	138	303
450	202	426
451	202	211
452	202	669
453	202	310
454	202	556
455	202	389
456	202	526
457	202	353
458	202	533
459	202	383
460	202	409
461	202	528
462	202	327
463	202	559
464	202	536
465	202	370
466	202	350
467	202	384
468	202	453
469	202	367
470	202	318
471	202	750
472	202	527
473	202	385
474	202	396
475	203	267
476	203	353
477	203	350
478	203	211
479	203	526
480	203	557
481	203	669
482	203	240
483	203	384
484	203	383
485	203	348
486	203	442
487	203	441
488	203	550
489	203	327
490	203	508
491	203	482
492	203	469
493	203	498
494	203	295
495	203	389
496	203	509
497	203	227
498	203	207
499	203	261
500	208	211
501	208	526
502	208	509
503	208	207
504	208	311
505	208	508
506	208	507
507	208	442
508	208	217
509	208	452
510	208	383
511	208	389
512	208	351
513	208	220
514	208	260
515	208	373
516	208	554
517	208	185
518	208	206
519	208	232
520	208	730
521	208	205
522	208	236
523	208	527
524	208	403
525	217	211
526	217	526
527	217	469
528	217	382
529	217	383
530	217	327
531	217	389
532	217	384
533	217	207
534	217	669
535	217	554
536	217	453
537	217	266
538	217	367
539	217	412
540	217	385
541	217	749
542	217	550
543	217	545
544	217	375
545	217	729
546	217	561
547	217	403
548	217	318
549	217	730
550	225	211
551	225	526
552	225	688
553	225	495
554	225	325
555	225	687
556	225	412
557	225	414
558	225	376
559	225	324
560	225	385
561	225	199
562	225	493
563	225	517
564	225	254
565	225	182
566	225	383
567	225	348
568	225	367
569	225	727
570	225	207
571	225	232
572	225	295
573	225	307
574	225	442
575	236	211
576	236	526
577	236	469
578	236	382
579	236	327
580	236	207
581	236	384
582	236	383
583	236	266
584	236	367
585	236	453
586	236	412
587	236	389
588	236	554
589	236	550
590	236	375
591	236	729
592	236	749
593	236	240
594	236	545
595	236	730
596	236	221
597	236	385
598	236	552
599	236	710
600	237	211
601	237	526
602	237	469
603	237	382
604	237	207
605	237	327
606	237	367
607	237	384
608	237	383
609	237	266
610	237	749
611	237	375
612	237	412
613	237	545
614	237	453
615	237	729
616	237	445
617	237	221
618	237	419
619	237	352
620	237	730
621	237	403
622	237	552
623	237	260
624	237	268
625	238	669
626	238	463
627	238	370
628	238	357
629	238	353
630	238	350
631	238	311
632	238	608
633	238	556
634	238	211
635	238	303
636	238	318
637	238	203
638	238	444
639	238	508
640	238	526
641	238	550
642	238	396
643	238	668
644	238	557
645	238	491
646	238	563
647	238	630
648	238	558
649	238	533
650	246	669
651	246	608
652	246	563
653	246	559
654	246	550
655	246	463
656	246	370
657	246	357
658	246	498
659	246	303
660	246	556
661	246	396
662	246	426
663	246	211
664	246	353
665	246	558
666	246	728
667	246	467
668	246	182
669	246	628
670	246	350
671	246	555
672	246	533
673	246	508
674	246	504
675	248	731
676	248	728
677	248	669
678	248	668
679	248	608
680	248	561
681	248	559
682	248	558
683	248	556
684	248	554
685	248	550
686	248	541
687	248	533
688	248	508
689	248	486
690	248	464
691	248	463
692	248	458
693	248	456
694	248	441
695	248	426
696	248	389
697	248	370
698	248	361
699	248	358
700	250	750
701	250	731
702	250	728
703	250	669
704	250	668
705	250	630
706	250	608
707	250	584
708	250	583
709	250	564
710	250	558
711	250	556
712	250	552
713	250	550
714	250	548
715	250	546
716	250	541
717	250	537
718	250	536
719	250	533
720	250	509
721	250	508
722	250	498
723	250	492
724	250	486
725	256	211
726	256	669
727	256	554
728	256	526
729	256	276
730	256	557
731	256	412
732	256	207
733	256	668
734	256	482
735	256	327
736	256	367
737	256	383
738	256	365
739	256	477
740	256	551
741	256	267
742	256	232
743	256	206
744	256	385
745	256	360
746	256	453
747	256	576
748	256	248
749	256	333
750	260	211
751	260	669
752	260	389
753	260	383
754	260	554
755	260	450
756	260	559
757	260	552
758	260	409
759	260	453
760	260	463
761	260	526
762	260	382
763	260	318
764	260	469
765	260	648
766	260	371
767	260	556
768	260	583
769	260	608
770	260	385
