	id_test	id_answer
0	3	312
1	3	648
2	3	377
3	3	580
4	3	444
5	3	453
6	3	560
7	3	545
8	3	491
9	3	467
10	3	731
11	3	370
12	3	441
13	3	518
14	3	750
15	3	458
16	3	225
17	3	541
18	3	209
19	3	358
20	3	319
21	3	532
22	3	515
23	3	427
24	3	300
25	4	627
26	4	529
27	4	460
28	4	396
29	4	580
30	4	203
31	4	538
32	4	461
33	4	708
34	4	377
35	4	583
36	4	552
37	4	266
38	4	330
39	4	341
40	4	404
41	4	509
42	4	508
43	4	582
44	4	314
45	4	548
46	4	427
47	4	486
48	4	507
49	4	360
50	5	383
51	5	432
52	5	261
53	5	368
54	5	428
55	5	215
56	5	358
57	5	519
58	5	459
59	5	210
60	5	195
61	5	191
62	5	495
63	5	541
64	5	300
65	5	337
66	5	518
67	5	560
68	5	289
69	5	199
70	5	538
71	5	198
72	5	313
73	5	330
74	5	230
75	8	467
76	8	515
77	8	463
78	8	548
79	8	546
80	8	648
81	8	303
82	8	669
83	8	584
84	8	259
85	8	486
86	8	425
87	8	441
88	8	556
89	8	458
90	8	608
91	8	558
92	8	369
93	8	451
94	8	583
95	8	460
96	8	504
97	8	359
98	8	335
99	8	628
100	41	284
101	41	450
102	41	312
103	41	197
104	41	547
105	41	319
106	41	432
107	41	446
108	41	205
109	41	377
110	41	539
111	41	497
112	41	346
113	41	409
114	41	466
115	41	456
116	41	492
117	41	460
118	41	511
119	41	350
120	41	551
121	41	648
122	41	461
123	41	411
124	41	522
125	43	261
126	43	336
127	43	354
128	43	258
129	43	230
130	43	610
131	43	255
132	43	233
133	43	211
134	43	488
135	43	241
136	43	188
137	43	731
138	43	248
139	43	229
140	43	201
141	43	747
142	43	356
143	43	519
144	43	250
145	43	609
146	43	349
147	43	544
148	43	524
149	43	309
150	46	341
151	46	427
152	46	511
153	46	561
154	46	215
155	46	203
156	46	557
157	46	460
158	46	410
159	46	648
160	46	359
161	46	362
162	46	281
163	46	456
164	46	200
165	46	279
166	46	197
167	46	214
168	46	295
169	46	195
170	46	191
171	46	730
172	46	513
173	46	542
174	46	536
175	48	511
176	48	203
177	48	341
178	48	586
179	48	279
180	48	557
181	48	566
182	48	526
183	48	427
184	48	648
185	48	358
186	48	541
187	48	561
188	48	529
189	48	284
190	48	413
191	48	707
192	48	236
193	48	214
194	48	200
195	48	532
196	48	482
197	48	490
198	48	330
199	48	197
200	49	531
201	49	556
202	49	566
203	49	560
204	49	377
205	49	491
206	49	485
207	49	412
208	49	580
209	49	576
210	49	279
211	49	585
212	49	353
213	49	341
214	49	364
215	49	267
216	49	430
217	49	451
218	49	515
219	49	320
220	49	631
221	49	518
222	49	541
223	49	369
224	49	551
225	53	312
226	53	491
227	53	209
228	53	377
229	53	444
230	53	467
231	53	225
232	53	541
233	53	648
234	53	559
235	53	427
236	53	554
237	53	580
238	53	441
239	53	453
240	53	545
241	53	459
242	53	370
243	53	515
244	53	358
245	53	548
246	53	518
247	53	458
248	53	560
249	53	546
250	91	409
251	91	467
252	91	523
253	91	312
254	91	427
255	91	442
256	91	536
257	91	441
258	91	473
259	91	566
260	91	451
261	91	648
262	91	347
263	91	556
264	91	317
265	91	551
266	91	549
267	91	608
268	91	293
269	91	750
270	91	259
271	91	554
272	91	302
273	91	366
274	91	404
275	93	428
276	93	432
277	93	281
278	93	186
279	93	293
280	93	215
281	93	521
282	93	363
283	93	482
284	93	453
285	93	554
286	93	369
287	93	424
288	93	497
289	93	459
290	93	404
291	93	299
292	93	562
293	93	362
294	93	731
295	93	193
296	93	427
297	93	294
298	93	490
299	93	384
300	95	611
301	95	312
302	95	731
303	95	424
304	95	261
305	95	186
306	95	453
307	95	427
308	95	226
309	95	557
310	95	459
311	95	460
312	95	409
313	95	305
314	95	182
315	95	336
316	95	425
317	95	566
318	95	210
319	95	215
320	95	242
321	95	373
322	95	397
323	95	243
324	95	550
325	110	523
326	110	317
327	110	528
328	110	522
329	110	299
330	110	521
331	110	366
332	110	281
333	110	524
334	110	707
335	110	554
336	110	427
337	110	518
338	110	186
339	110	362
340	110	373
341	110	490
342	110	580
343	110	450
344	110	389
345	110	471
346	110	442
347	110	359
348	110	552
349	110	484
350	112	377
351	112	225
352	112	364
353	112	312
354	112	648
355	112	628
356	112	322
357	112	548
358	112	556
359	112	707
360	112	550
361	112	546
362	112	558
363	112	426
364	112	583
365	112	627
366	112	485
367	112	319
368	112	466
369	112	486
370	112	492
371	112	566
372	112	284
373	112	404
374	112	461
375	121	455
376	121	463
377	121	731
378	121	555
379	121	584
380	121	467
381	121	554
382	121	362
383	121	556
384	121	357
385	121	368
386	121	456
387	121	432
388	121	306
389	121	353
390	121	215
391	121	427
392	121	425
393	121	428
394	121	383
395	121	485
396	121	558
397	121	484
398	121	533
399	121	458
400	137	292
401	137	348
402	137	248
403	137	261
404	137	197
405	137	242
406	137	201
407	137	224
408	137	193
409	137	337
410	137	315
411	137	206
412	137	250
413	137	202
414	137	462
415	137	374
416	137	323
417	137	400
418	137	230
419	137	270
420	137	231
421	137	324
422	137	241
423	137	355
424	137	373
425	138	648
426	138	450
427	138	486
428	138	482
429	138	522
430	138	466
431	138	306
432	138	432
433	138	441
434	138	347
435	138	453
436	138	560
437	138	410
438	138	427
439	138	460
440	138	584
441	138	295
442	138	186
443	138	215
444	138	523
445	138	377
446	138	329
447	138	470
448	138	541
449	138	317
450	202	648
451	202	535
452	202	582
453	202	497
454	202	266
455	202	302
456	202	512
457	202	500
458	202	477
459	202	389
460	202	503
461	202	430
462	202	502
463	202	218
464	202	183
465	202	514
466	202	468
467	202	520
468	202	369
469	202	408
470	202	528
471	202	527
472	202	360
473	202	425
474	202	750
475	203	565
476	203	731
477	203	579
478	203	410
479	203	580
480	203	648
481	203	608
482	203	513
483	203	537
484	203	477
485	203	458
486	203	558
487	203	560
488	203	548
489	203	310
490	203	453
491	203	395
492	203	311
493	203	366
494	203	546
495	203	538
496	203	455
497	203	486
498	203	312
499	203	427
500	208	580
501	208	511
502	208	320
503	208	450
504	208	312
505	208	310
506	208	648
507	208	225
508	208	319
509	208	397
510	208	628
511	208	529
512	208	669
513	208	313
514	208	429
515	208	555
516	208	426
517	208	366
518	208	558
519	208	533
520	208	311
521	208	466
522	208	710
523	208	389
524	208	458
525	217	497
526	217	284
527	217	374
528	217	547
529	217	377
530	217	511
531	217	450
532	217	409
533	217	346
534	217	467
535	217	648
536	217	516
537	217	432
538	217	411
539	217	456
540	217	510
541	217	350
542	217	326
543	217	470
544	217	551
545	217	539
546	217	515
547	217	347
548	217	446
549	217	461
550	225	562
551	225	457
552	225	585
553	225	545
554	225	382
555	225	470
556	225	304
557	225	515
558	225	428
559	225	352
560	225	281
561	225	547
562	225	539
563	225	408
564	225	451
565	225	450
566	225	432
567	225	544
568	225	476
569	225	709
570	225	632
571	225	477
572	225	293
573	225	346
574	225	389
575	236	350
576	236	353
577	236	523
578	236	557
579	236	554
580	236	510
581	236	491
582	236	728
583	236	562
584	236	396
585	236	303
586	236	281
587	236	391
588	236	730
589	236	444
590	236	533
591	236	511
592	236	329
593	236	550
594	236	395
595	236	727
596	236	298
597	236	467
598	236	312
599	236	284
600	237	353
601	237	350
602	237	554
603	237	458
604	237	510
605	237	556
606	237	515
607	237	560
608	237	562
609	237	548
610	237	377
611	237	511
612	237	497
613	237	546
614	237	728
615	237	357
616	237	341
617	237	648
618	237	284
619	237	538
620	237	427
621	237	303
622	237	455
623	237	391
624	237	221
625	238	346
626	238	432
627	238	331
628	238	261
629	238	387
630	238	519
631	238	348
632	238	522
633	238	485
634	238	268
635	238	443
636	238	248
637	238	230
638	238	518
639	238	398
640	238	200
641	238	216
642	238	462
643	238	288
644	238	408
645	238	293
646	238	451
647	238	336
648	238	253
649	238	457
650	246	409
651	246	536
652	246	353
653	246	579
654	246	750
655	246	749
656	246	748
657	246	747
658	246	731
659	246	730
660	246	729
661	246	728
662	246	727
663	246	710
664	246	709
665	246	708
666	246	707
667	246	688
668	246	687
669	246	669
670	246	668
671	246	667
672	246	648
673	246	647
674	246	632
675	248	336
676	248	261
677	248	580
678	248	397
679	248	218
680	248	462
681	248	668
682	248	413
683	248	552
684	248	520
685	248	348
686	248	395
687	248	266
688	248	519
689	248	185
690	248	236
691	248	425
692	248	469
693	248	291
694	248	222
695	248	560
696	248	230
697	248	465
698	248	317
699	248	647
700	250	336
701	250	580
702	250	261
703	250	218
704	250	397
705	250	266
706	250	413
707	250	465
708	250	484
709	250	462
710	250	317
711	250	192
712	250	348
713	250	222
714	250	236
715	250	452
716	250	185
717	250	520
718	250	552
719	250	560
720	250	579
721	250	303
722	250	519
723	250	536
724	250	647
725	256	383
726	256	515
727	256	518
728	256	710
729	256	304
730	256	198
731	256	455
732	256	377
733	256	267
734	256	531
735	256	556
736	256	346
737	256	200
738	256	386
739	256	486
740	256	306
741	256	389
742	256	404
743	256	558
744	256	473
745	256	519
746	256	363
747	256	580
748	256	462
749	256	513
750	260	353
751	260	350
752	260	226
753	260	467
754	260	558
755	260	312
756	260	347
757	260	628
758	260	554
759	260	669
760	260	368
761	260	584
762	260	455
763	260	557
764	260	648
765	260	627
766	260	346
767	260	537
768	260	203
769	260	365
770	260	490
771	260	533
772	260	409
773	260	306
774	260	492
775	261	383
776	261	556
777	261	306
778	261	377
779	261	648
780	261	566
781	261	518
782	261	515
783	261	304
784	261	364
785	261	486
786	261	631
787	261	361
788	261	710
789	261	551
790	261	482
791	261	552
792	261	198
793	261	491
794	261	580
795	261	560
796	261	455
797	261	363
798	261	473
799	261	519
800	268	370
801	268	353
802	268	467
803	268	368
804	268	648
805	268	350
806	268	377
807	268	425
808	268	515
809	268	631
810	268	491
811	268	556
812	268	669
813	268	548
814	268	583
815	268	458
816	268	466
817	268	537
818	268	411
819	268	284
820	268	536
821	268	455
822	268	538
823	268	441
824	268	427
825	269	648
826	269	548
827	269	451
828	269	546
829	269	710
830	269	576
831	269	410
832	269	486
833	269	467
834	269	497
835	269	458
836	269	450
837	269	556
838	269	536
839	269	537
840	269	538
841	269	508
842	269	320
843	269	554
844	269	669
845	269	550
846	269	512
847	269	482
848	269	500
849	269	515
850	271	750
851	271	749
852	271	748
853	271	747
854	271	731
855	271	730
856	271	729
857	271	728
858	271	727
859	271	710
860	271	709
861	271	708
862	271	707
863	271	688
864	271	687
865	271	669
866	271	668
867	271	667
868	271	648
869	271	647
870	271	632
871	271	631
872	271	630
873	271	629
874	271	628
875	272	523
876	272	750
877	272	467
878	272	347
879	272	359
880	272	554
881	272	551
882	272	548
883	272	317
884	272	409
885	272	259
886	272	546
887	272	473
888	272	312
889	272	558
890	272	427
891	272	389
892	272	458
893	272	582
894	272	499
895	272	498
896	272	303
897	272	525
898	272	487
899	272	441
900	274	582
901	274	322
902	274	428
903	274	335
904	274	423
905	274	368
906	274	442
907	274	399
908	274	376
909	274	447
910	274	611
911	274	462
912	274	384
913	274	608
914	274	427
915	274	347
916	274	301
917	274	453
918	274	298
919	274	536
920	274	377
921	274	492
922	274	508
923	274	378
924	274	210
925	275	648
926	275	631
927	275	583
928	275	377
929	275	458
930	275	529
931	275	457
932	275	536
933	275	391
934	275	515
935	275	627
936	275	335
937	275	429
938	275	730
939	275	707
940	275	467
941	275	347
942	275	560
943	275	460
944	275	750
945	275	491
946	275	430
947	275	556
948	275	441
949	275	370
950	277	584
951	277	731
952	277	347
953	277	628
954	277	467
955	277	427
956	277	455
957	277	395
958	277	648
959	277	558
960	277	533
961	277	353
962	277	463
963	277	556
964	277	312
965	277	559
966	277	490
967	277	484
968	277	350
969	277	318
970	277	466
971	277	409
972	277	457
973	277	450
974	277	554
975	278	461
976	278	200
977	278	377
978	278	386
979	278	257
980	278	346
981	278	427
982	278	499
983	278	562
984	278	538
985	278	707
986	278	486
987	278	482
988	278	552
989	278	536
990	278	241
991	278	497
992	278	302
993	278	234
994	278	468
995	278	541
996	278	581
997	278	182
998	278	320
999	278	362
1000	281	347
1001	281	482
1002	281	648
1003	281	186
1004	281	294
1005	281	460
1006	281	441
1007	281	480
1008	281	355
1009	281	461
1010	281	486
1011	281	450
1012	281	198
1013	281	544
1014	281	541
1015	281	584
1016	281	727
1017	281	455
1018	281	411
1019	281	470
1020	281	730
1021	281	215
1022	281	428
1023	281	750
1024	281	408
1025	283	396
1026	283	409
1027	283	427
1028	283	259
1029	283	395
1030	283	312
1031	283	498
1032	283	473
1033	283	404
1034	283	441
1035	283	525
1036	283	559
1037	283	487
1038	283	351
1039	283	750
1040	283	385
1041	283	318
1042	283	467
1043	283	450
1044	283	293
1045	283	499
1046	283	273
1047	283	317
1048	283	319
1049	283	294
1050	284	707
1051	284	731
1052	284	453
1053	284	470
1054	284	225
1055	284	216
1056	284	318
1057	284	300
1058	284	368
1059	284	385
1060	284	493
1061	284	611
1062	284	310
1063	284	296
1064	284	610
1065	284	261
1066	284	631
1067	284	538
1068	284	200
1069	284	455
1070	284	379
1071	284	485
1072	284	382
1073	284	576
1074	284	451
1075	297	441
1076	297	460
1077	297	368
1078	297	427
1079	297	523
1080	297	631
1081	297	554
1082	297	396
1083	297	450
1084	297	555
1085	297	582
1086	297	267
1087	297	564
1088	297	511
